source_file,muscle,channel,amp_ma,latency_ms,electrode,mode
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,30,,1,monophasic
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,35,,1,monophasic
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,40,,1,monophasic
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,45,,1,monophasic
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,50,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,10,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,15,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,20,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,25,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,30,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,35,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,40,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,45,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. digitorum (R),R_The_ED_FD_FCR C,50,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,10,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,15,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,20,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,25,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,30,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,35,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,40,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,45,,1,monophasic
Burst_autosave_20260717_150152_655ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,50,,1,monophasic
